,SID,Session,Block,Trial,Sequence,Stimt-2,Stimt-1,Stimt,RT,Response,Delay,Result,Trial_Number,Correct,log_RT,inverse_RT,post_error
484,1033,Baseline,5,4,High Prob,2,1,4,0.3913452,4,0.35,Correct,484,1,-0.938165244,2.555288783,0
485,1033,Baseline,5,5,Low Prob,1,4,2,0.4427272,2,0.3,Correct,485,1,-0.8148015,2.25872727,0
486,1033,Baseline,5,6,High Prob,4,2,3,0.5121047,3,0.2,Correct,486,1,-0.669226183,1.952725683,0
487,1033,Baseline,5,7,High Prob,2,3,1,0.2448597,1,0.55,Correct,487,1,-1.407069886,4.083971352,0
488,1033,Baseline,5,8,High Prob,3,1,2,0.4381886,2,0.5,Correct,488,1,-0.825105868,2.282122356,0
489,1033,Baseline,5,9,High Prob,1,2,1,0.3675751,1,0.5,Correct,489,1,-1.000827627,2.720532484,0
490,1033,Baseline,5,10,High Prob,2,1,4,0.4616299,4,0.45,Correct,490,1,-0.772991791,2.166237499,0
491,1033,Baseline,5,11,High Prob,1,4,3,0.3303505,3,0.4,Correct,491,1,-1.107601067,3.027087896,0
492,1033,Baseline,5,12,High Prob,4,3,2,0.4603983,2,0.4,Correct,492,1,-0.775663295,2.172032347,0
493,1033,Baseline,5,13,High Prob,3,2,4,0.447201,4,0.25,Correct,493,1,-0.804747121,2.236130957,0
494,1033,Baseline,5,14,High Prob,2,4,1,0.3165269,1,0.4,Correct,494,1,-1.150347049,3.159289147,0
495,1033,Baseline,5,15,High Prob,4,1,3,0.3705843,3,0.3,Correct,495,1,-0.99267433,2.698441353,0
496,1033,Baseline,5,16,High Prob,1,3,4,0.4146368,4,0.5,Correct,496,1,-0.880352323,2.411749271,0
497,1033,Baseline,5,17,Low Prob,3,4,1,0.5733584,1,0.4,Correct,497,1,-0.556244278,1.744109792,0
498,1033,Baseline,5,18,High Prob,4,1,3,0.3394258,3,0.45,Correct,498,1,-1.080499913,2.946152001,0
499,1033,Baseline,5,19,High Prob,1,3,4,0.4427933,4,0.25,Correct,499,1,-0.814652209,2.258390089,0
500,1033,Baseline,5,20,High Prob,3,4,2,0.5801958,2,0.5,Correct,500,1,-0.544389646,1.723556082,0
501,1033,Baseline,5,21,High Prob,4,2,3,0.4642807,3,0.3,Correct,501,1,-0.767265953,2.153869416,0
502,1033,Baseline,5,22,High Prob,2,3,1,0.3909605,1,0.55,Correct,502,1,-0.939148747,2.557803154,0
503,1033,Baseline,5,23,High Prob,3,1,2,NA,2,0.3,Correct,503,1,NA,NA,0
504,1033,Baseline,5,24,High Prob,1,2,1,0.4890669,1,0.4,Correct,504,1,-0.715255989,2.044710039,0
505,1033,Baseline,5,25,High Prob,2,1,4,0.4564675,4,0.3,Correct,505,1,-0.784237775,2.190736471,0
506,1033,Baseline,5,26,High Prob,1,4,3,0.3091883,3,0.4,Correct,506,1,-1.173804803,3.234275036,0
507,1033,Baseline,5,27,High Prob,4,3,2,0.567914,2,0.4,Correct,507,1,-0.56578528,1.760829985,0
508,1033,Baseline,5,28,High Prob,3,2,4,0.3779184,4,0.55,Correct,508,1,-0.97307698,2.646073861,0
509,1033,Baseline,5,29,High Prob,2,4,1,0.4160137,1,0.25,Correct,509,1,-0.877037087,2.403766991,0
510,1033,Baseline,5,30,Low Prob,4,1,2,0.5140129,2,0.3,Correct,510,1,-0.665506917,1.945476466,0
511,1033,Baseline,5,31,High Prob,1,2,1,0.4647321,1,0.3,Correct,511,1,-0.766294168,2.151777336,0
512,1033,Baseline,5,32,High Prob,2,1,4,0.4188176,4,0.25,Correct,512,1,-0.870319776,2.387674252,0
513,1033,Baseline,5,33,High Prob,1,4,3,0.406838,3,0.25,Correct,513,1,-0.899340207,2.457980818,0
514,1033,Baseline,5,34,High Prob,4,3,2,0.4995948,2,0.45,Correct,514,1,-0.693957909,2.001622115,0
515,1033,Baseline,5,35,High Prob,3,2,4,0.4783814,4,0.4,Correct,515,1,-0.737346957,2.090382277,0
516,1033,Baseline,5,36,High Prob,2,4,1,0.4503558,1,0.2,Correct,516,1,-0.797717342,2.220466573,0
517,1033,Baseline,5,37,High Prob,4,1,3,0.3190847,3,0.4,Correct,517,1,-1.142298694,3.133964117,0
518,1033,Baseline,5,38,High Prob,1,3,4,0.5531054,4,0.6,Correct,518,1,-0.592206699,1.80797367,0
519,1033,Baseline,5,39,High Prob,3,4,2,0.5018565,2,0.3,Correct,519,1,-0.689441057,1.992601471,0
520,1033,Baseline,5,40,High Prob,4,2,3,0.5305743,3,0.35,Correct,520,1,-0.633795274,1.884750166,0
521,1033,Baseline,5,41,High Prob,2,3,1,0.2927188,1,0.6,Correct,521,1,-1.228542858,3.416247949,0
522,1033,Baseline,5,42,Low Prob,3,1,4,0.4420308,4,0.35,Correct,522,1,-0.816375716,2.262285795,0
523,1033,Baseline,5,43,High Prob,1,4,3,0.5774221,3,0.55,Correct,523,1,-0.549181737,1.731835342,0
524,1033,Baseline,5,44,High Prob,4,3,2,0.357509,2,0.5,Correct,524,1,-1.028594742,2.79713238,0
525,1033,Baseline,5,45,High Prob,3,2,4,0.4462285,4,0.6,Correct,525,1,-0.806924126,2.241004328,0
526,1033,Baseline,5,46,High Prob,2,4,1,0.4116157,1,0.4,Correct,526,1,-0.887665132,2.429450577,0
527,1033,Baseline,5,47,High Prob,4,1,3,0.3983221,3,0.3,Correct,527,1,-0.920494305,2.51053105,0
528,1033,Baseline,5,48,High Prob,1,3,4,0.3650488,4,0.4,Correct,528,1,-1.007724236,2.739359779,0
529,1033,Baseline,5,49,High Prob,3,4,2,0.5970248,2,0.2,Correct,529,1,-0.515796625,1.674972296,0
530,1033,Baseline,5,50,High Prob,4,2,3,0.4844923,3,0.6,Correct,530,1,-0.72465374,2.064016291,0
531,1033,Baseline,5,51,Low Prob,2,3,4,0.4538682,4,0.25,Correct,531,1,-0.789948431,2.203282803,0
532,1033,Baseline,5,52,High Prob,3,4,2,0.4965826,2,0.45,Correct,532,1,-0.700005445,2.013763672,0
533,1033,Baseline,5,53,Low Prob,4,2,1,0.2819694,1,0.45,Correct,533,1,-1.265956725,3.546484122,0
534,1033,Baseline,5,54,High Prob,2,1,4,0.3493601,4,0.4,Correct,534,1,-1.051652084,2.862376098,0
535,1033,Baseline,5,55,High Prob,1,4,3,0.3100526,3,0.2,Correct,535,1,-1.171013318,3.225259198,0
536,1033,Baseline,5,56,High Prob,4,3,2,0.3747808,2,0.45,Correct,536,1,-0.981413957,2.668226334,0
537,1033,Baseline,5,57,High Prob,3,2,4,0.3928278,4,0.35,Correct,537,1,-0.934383931,2.545644682,0
538,1033,Baseline,5,58,High Prob,2,4,1,0.2782036,1,0.45,Correct,538,1,-1.279402059,3.594489791,0
539,1033,Baseline,5,59,High Prob,4,1,3,0.4022269,3,0.2,Correct,539,1,-0.910738922,2.486158932,0
540,1033,Baseline,5,60,High Prob,1,3,4,0.4329265,4,0.4,Correct,540,1,-0.837187311,2.309860912,0
541,1033,Baseline,5,61,Low Prob,3,4,1,0.390291,1,0.2,Correct,541,1,-0.940862664,2.562190776,0
542,1033,Baseline,5,62,High Prob,4,1,3,0.2717213,3,0.55,Correct,542,1,-1.30297837,3.680241483,0
543,1033,Baseline,5,63,High Prob,1,3,4,0.4197572,4,0.4,Correct,543,1,-0.86807883,2.382329594,0
544,1033,Baseline,5,64,Low Prob,3,4,1,0.6198329,1,0.55,Correct,544,1,-0.478305353,1.613338046,0
545,1033,Baseline,5,65,High Prob,4,1,3,0.3158554,3,0.55,Correct,545,1,-1.152470765,3.16600571,0
546,1033,Baseline,5,66,High Prob,1,3,4,0.4679068,4,0.25,Correct,546,1,-0.759486148,2.137177746,0
547,1033,Baseline,5,67,High Prob,3,4,2,0.4859915,2,0.25,Correct,547,1,-0.721564145,2.057649156,0
548,1033,Baseline,5,68,Low Prob,4,2,1,0.3214247,1,0.4,Correct,548,1,-1.134991977,3.111148583,0
549,1033,Baseline,5,69,High Prob,2,1,4,0.3574401,4,0.35,Correct,549,1,-1.028787483,2.797671554,0
550,1033,Baseline,5,70,Low Prob,1,4,2,0.3841605,2,0.55,Correct,550,1,-0.956694845,2.603078661,0
551,1033,Baseline,5,71,Low Prob,4,2,1,0.4015422,1,0.35,Correct,551,1,-0.912442645,2.490398269,0
552,1033,Baseline,5,72,Low Prob,2,1,3,NA,3,0.5,Correct,552,1,NA,NA,0
553,1033,Baseline,5,73,High Prob,1,3,4,0.3243487,4,0.6,Correct,553,1,-1.125936107,3.083101613,0
554,1033,Baseline,5,74,High Prob,3,4,2,0.4384028,3,0.4,Wrong,554,0,-0.824617157,2.281007329,0
555,1033,Baseline,5,75,High Prob,4,2,3,0.507785,3,0.6,Correct,555,1,-0.677697149,1.969337416,1
556,1033,Baseline,5,76,Low Prob,2,3,4,0.3745093,4,0.4,Correct,556,1,-0.982138643,2.670160661,0
557,1033,Baseline,5,77,High Prob,3,4,2,0.5145723,2,0.5,Correct,557,1,-0.664419209,1.943361506,0
558,1033,Baseline,5,78,High Prob,4,2,3,0.3433364,3,0.55,Correct,558,1,-1.069044554,2.912595344,0
559,1033,Baseline,5,79,High Prob,2,3,1,0.4146786,1,0.25,Correct,559,1,-0.880251517,2.411506164,0
560,1033,Baseline,5,80,High Prob,3,1,2,NA,2,0.25,Correct,560,1,NA,NA,0
561,1033,Baseline,5,81,High Prob,1,2,1,0.2867978,1,0.6,Correct,561,1,-1.248977841,3.486777095,0
562,1033,Baseline,5,82,High Prob,2,1,4,0.5921718,4,0.45,Correct,562,1,-0.523958483,1.688699124,0
563,1033,Baseline,5,83,High Prob,1,4,3,0.3375817,3,0.55,Correct,563,1,-1.085947724,2.96224588,0
564,1033,Baseline,5,84,High Prob,4,3,2,0.5109744,2,0.5,Correct,564,1,-0.671435788,1.957045206,0
565,1033,Baseline,5,85,High Prob,3,2,4,0.4616786,4,0.3,Correct,565,1,-0.772886301,2.166008994,0
566,1033,Baseline,5,86,High Prob,2,4,1,0.3103844,1,0.5,Correct,566,1,-1.16994375,3.221811405,0
567,1033,Baseline,5,87,Low Prob,4,1,2,0.4811103,2,0.2,Correct,567,1,-0.731658721,2.078525444,0
568,1033,Baseline,5,88,High Prob,1,2,1,0.347175,1,0.45,Correct,568,1,-1.057926303,2.880391733,0
569,1033,Baseline,5,89,High Prob,2,1,4,0.3865503,4,0.25,Correct,569,1,-0.950493277,2.586985445,0
570,1033,Baseline,5,90,High Prob,1,4,3,0.3439544,3,0.25,Correct,570,1,-1.067246189,2.907362139,0
571,1033,Baseline,5,91,High Prob,4,3,2,0.4653288,2,0.6,Correct,571,1,-0.765011026,2.149018071,0
572,1033,Baseline,5,92,Low Prob,3,2,3,0.3633766,3,0.45,Correct,572,1,-1.012315517,2.751965867,0
573,1033,Baseline,5,93,Low Prob,2,3,4,0.4041706,4,0.6,Correct,573,1,-0.905918213,2.474202725,0
574,1033,Baseline,5,94,High Prob,3,4,2,0.4928347,2,0.55,Correct,574,1,-0.707581455,2.029077904,0
575,1033,Baseline,5,95,High Prob,4,2,3,0.5502035,3,0.45,Correct,575,1,-0.597467069,1.81750934,0
576,1033,Baseline,5,96,Low Prob,2,3,4,0.4929993,4,0.45,Correct,576,1,-0.707247525,2.028400446,0
577,1033,Baseline,5,97,Low Prob,3,4,1,0.3243531,1,0.5,Correct,577,1,-1.125922542,3.083059789,0
578,1033,Baseline,5,98,High Prob,4,1,3,0.542395,3,0.2,Correct,578,1,-0.611760761,1.843674813,0
579,1033,Baseline,5,99,Low Prob,1,3,2,0.6137865,2,0.45,Correct,579,1,-0.488108131,1.629231011,0
580,1033,Baseline,5,100,High Prob,3,2,4,0.5185933,4,0.55,Correct,580,1,-0.656635325,1.928293327,0
581,1033,Baseline,5,101,High Prob,2,4,1,0.4406338,1,0.2,Correct,581,1,-0.819541134,2.269458221,0
582,1033,Baseline,5,102,High Prob,4,1,3,0.4459276,3,0.2,Correct,582,1,-0.807598672,2.242516498,0
583,1033,Baseline,5,103,High Prob,1,3,4,0.4853638,4,0.55,Correct,583,1,-0.722856566,2.060310225,0
584,1033,Baseline,5,104,Low Prob,3,4,1,0.4787384,1,0.45,Correct,584,1,-0.736600969,2.088823458,0
585,1033,Baseline,5,105,High Prob,4,1,3,0.3148018,3,0.4,Correct,585,1,-1.155812045,3.176601913,0
586,1033,Baseline,5,106,High Prob,1,3,4,0.3328425,4,0.4,Correct,586,1,-1.100085874,3.004424014,0
587,1033,Baseline,5,107,High Prob,3,4,2,0.6102099,2,0.3,Correct,587,1,-0.493952283,1.638780361,0
588,1033,Baseline,5,108,Low Prob,4,2,1,0.4489305,1,0.2,Correct,588,1,-0.800887192,2.227516286,0
589,1033,Baseline,5,109,Low Prob,2,1,3,0.3316632,3,0.45,Correct,589,1,-1.103635283,3.015106892,0
590,1033,Baseline,5,110,High Prob,1,3,4,0.3510696,4,0.35,Correct,590,1,-1.046770785,2.848438031,0
591,1033,Baseline,5,111,High Prob,3,4,2,0.4617536,2,0.45,Correct,591,1,-0.772723864,2.165657182,0
592,1033,Baseline,5,112,High Prob,4,2,3,0.4404727,3,0.45,Correct,592,1,-0.819906811,2.270288261,0
593,1033,Baseline,5,113,High Prob,2,3,1,0.3558338,1,0.45,Correct,593,1,-1.033291511,2.810300764,0
594,1033,Baseline,5,114,High Prob,3,1,2,0.4525569,2,0.4,Correct,594,1,-0.792841778,2.209666895,0
595,1033,Baseline,5,115,High Prob,1,2,1,0.4213471,1,0.3,Correct,595,1,-0.864298319,2.373340175,0
596,1033,Baseline,5,116,Low Prob,2,1,3,0.5613863,3,0.45,Correct,596,1,-0.577346019,1.781304603,0
597,1033,Baseline,5,117,High Prob,1,3,4,0.5560908,4,0.35,Correct,597,1,-0.586823689,1.798267477,0
598,1033,Baseline,5,118,High Prob,3,4,2,0.3707979,2,0.45,Correct,598,1,-0.992098109,2.696886903,0
599,1033,Baseline,5,119,High Prob,4,2,3,0.3788353,3,0.6,Correct,599,1,-0.970653733,2.639669534,0
600,1033,Baseline,5,120,High Prob,2,3,1,0.3788957,1,0.4,Correct,600,1,-0.97049431,2.639248743,0
601,1033,Baseline,6,1,High Prob,2,3,1,0.3339564,1,0.5,Correct,601,1,-1.096744833,2.994402862,0
602,1033,Baseline,6,2,High Prob,3,1,2,0.3453421,2,0.55,Correct,602,1,-1.063219759,2.895679386,0
603,1033,Baseline,6,3,High Prob,1,2,1,0.3986996,1,0.3,Correct,603,1,-0.919547028,2.508154009,0
604,1033,Baseline,6,4,High Prob,2,1,4,0.3134271,4,0.5,Correct,604,1,-1.160188482,3.190534577,0
605,1033,Baseline,6,5,High Prob,1,4,3,0.3361329,3,0.3,Correct,605,1,-1.090248662,2.975013752,0
606,1033,Baseline,6,6,High Prob,4,3,2,0.5595115,2,0.45,Correct,606,1,-0.580691197,1.787273363,0
607,1033,Baseline,6,7,High Prob,3,2,4,0.3702544,4,0.55,Correct,607,1,-0.993564942,2.700845689,0
608,1033,Baseline,6,8,High Prob,2,4,1,0.2523004,1,0.55,Correct,608,1,-1.377134838,3.96352919,0
609,1033,Baseline,6,9,High Prob,4,1,3,0.4650211,3,0.4,Correct,609,1,-0.765672498,2.150440055,0
610,1033,Baseline,6,10,High Prob,1,3,4,0.3410946,4,0.6,Correct,610,1,-1.075595421,2.931737999,0
611,1033,Baseline,6,11,High Prob,3,4,2,0.446456,2,0.2,Correct,611,1,-0.806414428,2.239862383,0
612,1033,Baseline,6,12,High Prob,4,2,3,0.3738495,3,0.55,Correct,612,1,-0.983901969,2.674873178,0
613,1033,Baseline,6,13,High Prob,2,3,1,0.3298988,1,0.3,Correct,613,1,-1.108969338,3.031232608,0
614,1033,Baseline,6,14,High Prob,3,1,2,0.4819411,2,0.25,Correct,614,1,-0.729933372,2.074942353,0
615,1033,Baseline,6,15,High Prob,1,2,1,0.3553403,1,0.25,Correct,615,1,-1.034679357,2.814203737,0
616,1033,Baseline,6,16,High Prob,2,1,4,0.3620238,4,0.25,Correct,616,1,-1.016045323,2.762249333,0
617,1033,Baseline,6,17,High Prob,1,4,3,0.3247386,3,0.55,Correct,617,1,-1.124734728,3.079399862,0
618,1033,Baseline,6,18,High Prob,4,3,2,0.5427888,2,0.2,Correct,618,1,-0.611034985,1.842337204,0
619,1033,Baseline,6,19,High Prob,3,2,4,0.6281412,4,0.5,Correct,619,1,-0.464990297,1.591998742,0
620,1033,Baseline,6,20,High Prob,2,4,1,0.2982521,1,0.4,Correct,620,1,-1.209816177,3.352868261,0
621,1033,Baseline,6,21,High Prob,4,1,3,0.276983,3,0.6,Correct,621,1,-1.283799147,3.610329876,0
622,1033,Baseline,6,22,Low Prob,1,3,2,0.385009,2,0.2,Correct,622,1,-0.954488568,2.59734188,0
623,1033,Baseline,6,23,Low Prob,3,2,3,0.438379,3,0.25,Correct,623,1,-0.824671446,2.281131167,0
624,1033,Baseline,6,24,Low Prob,2,3,4,0.2837803,4,0.6,Correct,624,1,-1.259554932,3.523852783,0
625,1033,Baseline,6,25,High Prob,3,4,2,0.4531226,2,0.25,Correct,625,1,-0.79159255,2.206908241,0
626,1033,Baseline,6,26,High Prob,4,2,3,NA,3,0.2,Correct,626,1,NA,NA,0
627,1033,Baseline,6,27,Low Prob,2,3,4,0.45194,4,0.35,Correct,627,1,-0.794205851,2.2126831,0
628,1033,Baseline,6,28,High Prob,3,4,2,0.5767086,2,0.4,Correct,628,1,-0.550418166,1.733977957,0
629,1033,Baseline,6,29,High Prob,4,2,3,0.3047975,4,0.6,Wrong,629,0,-1.188107657,3.280866805,0
630,1033,Baseline,6,30,High Prob,2,3,1,0.4654553,1,0.45,Correct,630,1,-0.764739213,2.148434017,1
631,1033,Baseline,6,31,High Prob,3,1,2,0.3475063,2,0.45,Correct,631,1,-1.056972485,2.877645671,0
632,1033,Baseline,6,32,High Prob,1,2,1,0.3988889,1,0.35,Correct,632,1,-0.919072347,2.506963718,0
633,1033,Baseline,6,33,High Prob,2,1,4,0.3276305,3,0.55,Wrong,633,0,-1.11586883,3.052218887,0
634,1033,Baseline,6,34,High Prob,1,4,3,NA,3,0.6,Correct,634,1,NA,NA,1
635,1033,Baseline,6,35,High Prob,4,3,2,0.315784,2,0.6,Correct,635,1,-1.152696843,3.166721557,0
636,1033,Baseline,6,36,High Prob,3,2,4,0.4798314,4,0.35,Correct,636,1,-0.734320487,2.084065361,0
637,1033,Baseline,6,37,High Prob,2,4,1,0.4198701,1,0.2,Correct,637,1,-0.867809901,2.381689003,0
638,1033,Baseline,6,38,High Prob,4,1,3,0.2739124,3,0.4,Correct,638,1,-1.294946932,3.650802227,0
639,1033,Baseline,6,39,Low Prob,1,3,2,0.3059787,1,0.5,Wrong,639,0,-1.184239787,3.268201349,0
640,1033,Baseline,6,40,High Prob,3,2,4,0.2226879,3,0.55,Wrong,640,0,-1.501984039,4.490589745,1
641,1033,Baseline,6,41,High Prob,2,4,1,0.3707418,1,0.45,Correct,641,1,-0.992249416,2.697294991,1
642,1033,Baseline,6,42,High Prob,4,1,3,0.5548041,3,0.6,Correct,642,1,-0.589140201,1.802438014,0
643,1033,Baseline,6,43,High Prob,1,3,4,0.4695137,4,0.35,Correct,643,1,-0.756057801,2.129863303,0
644,1033,Baseline,6,44,High Prob,3,4,2,0.2715846,2,0.45,Correct,644,1,-1.303481586,3.682093904,0
645,1033,Baseline,6,45,Low Prob,4,2,1,0.4836423,1,0.4,Correct,645,1,-0.726409695,2.067643794,0
646,1033,Baseline,6,46,High Prob,2,1,4,0.5170008,4,0.25,Correct,646,1,-0.659710857,1.934232984,0
647,1033,Baseline,6,47,High Prob,1,4,3,0.2350804,3,0.5,Correct,647,1,-1.447827696,4.253863784,0
648,1033,Baseline,6,48,High Prob,4,3,2,0.3204494,2,0.4,Correct,648,1,-1.138030893,3.120617483,0
649,1033,Baseline,6,49,High Prob,3,2,4,0.4724806,4,0.25,Correct,649,1,-0.749758591,2.116489016,0
650,1033,Baseline,6,50,High Prob,2,4,1,0.3185456,1,0.55,Correct,650,1,-1.143989643,3.139267973,0
651,1033,Baseline,6,51,High Prob,4,1,3,0.4005865,3,0.4,Correct,651,1,-0.914825556,2.496339742,0
652,1033,Baseline,6,52,High Prob,1,3,4,0.4553228,4,0.2,Correct,652,1,-0.786748661,2.196244071,0
653,1033,Baseline,6,53,High Prob,3,4,2,0.3120173,2,0.3,Correct,653,1,-1.164696644,3.204950495,0
654,1033,Baseline,6,54,High Prob,4,2,3,0.6207133,3,0.35,Correct,654,1,-0.476885978,1.611049739,0
655,1033,Baseline,6,55,High Prob,2,3,1,0.4067514,1,0.3,Correct,655,1,-0.899553091,2.458504138,0
656,1033,Baseline,6,56,Low Prob,3,1,4,0.491494,4,0.25,Correct,656,1,-0.710305547,2.034612834,0
657,1033,Baseline,6,57,High Prob,1,4,3,0.2708949,3,0.6,Correct,657,1,-1.306024356,3.691468536,0
658,1033,Baseline,6,58,Low Prob,4,3,1,0.3069385,1,0.4,Correct,658,1,-1.181107877,3.257981648,0
659,1033,Baseline,6,59,Low Prob,3,1,4,0.4996626,4,0.45,Correct,659,1,-0.693822208,2.001350511,0
660,1033,Baseline,6,60,High Prob,1,4,3,0.3203727,3,0.35,Correct,660,1,-1.138270273,3.121364586,0
661,1033,Baseline,6,61,High Prob,4,3,2,0.348434,2,0.55,Correct,661,1,-1.05430645,2.869983985,0
662,1033,Baseline,6,62,Low Prob,3,2,3,0.4311882,3,0.35,Correct,662,1,-0.841210625,2.319172927,0
663,1033,Baseline,6,63,High Prob,2,3,1,0.3312264,1,0.45,Correct,663,1,-1.10495315,3.01908302,0
664,1033,Baseline,6,64,Low Prob,3,1,4,0.3352035,4,0.35,Correct,664,1,-1.093017469,2.983262406,0
665,1033,Baseline,6,65,High Prob,1,4,3,0.4586301,3,0.55,Correct,665,1,-0.779511276,2.180406389,0
666,1033,Baseline,6,66,High Prob,4,3,2,NA,2,0.45,Correct,666,1,NA,NA,0
667,1033,Baseline,6,67,High Prob,3,2,4,0.360764,4,0.45,Correct,667,1,-1.019531274,2.7718952,0
668,1033,Baseline,6,68,Low Prob,2,4,3,0.5134719,3,0.2,Correct,668,1,-0.666559974,1.947526242,0
669,1033,Baseline,6,69,High Prob,4,3,2,0.3282012,3,0.5,Wrong,669,0,-1.114128444,3.046911468,0
670,1033,Baseline,6,70,Low Prob,3,2,3,0.4822411,3,0.2,Correct,670,1,-0.729311083,2.073651541,1
671,1033,Baseline,6,71,High Prob,2,3,1,0.2976186,1,0.5,Correct,671,1,-1.211942478,3.360005053,0
672,1033,Baseline,6,72,High Prob,3,1,2,0.5650014,2,0.2,Correct,672,1,-0.57092707,1.769907119,0
673,1033,Baseline,6,73,Low Prob,1,2,4,0.3490415,4,0.4,Correct,673,1,-1.052564453,2.864988834,0
674,1033,Baseline,6,74,High Prob,2,4,1,0.3177612,2,0.4,Wrong,674,0,-1.146455122,3.14701732,0
675,1033,Baseline,6,75,High Prob,4,1,3,0.4818658,3,0.35,Correct,675,1,-0.730089627,2.075266599,1
676,1033,Baseline,6,76,Low Prob,1,3,2,0.5712072,2,0.45,Correct,676,1,-0.560003263,1.750678213,0
677,1033,Baseline,6,77,High Prob,3,2,4,0.4472976,4,0.5,Correct,677,1,-0.804531134,2.235648034,0
678,1033,Baseline,6,78,High Prob,2,4,1,0.3006585,1,0.4,Correct,678,1,-1.20178021,3.326032692,0
679,1033,Baseline,6,79,High Prob,4,1,3,0.4213629,3,0.25,Correct,679,1,-0.864260821,2.373251181,0
680,1033,Baseline,6,80,High Prob,1,3,4,0.393414,4,0.25,Correct,680,1,-0.932892786,2.541851586,0
681,1033,Baseline,6,81,High Prob,3,4,2,0.444786,2,0.3,Correct,681,1,-0.810162011,2.248272203,0
682,1033,Baseline,6,82,High Prob,4,2,3,0.4316653,3,0.25,Correct,682,1,-0.84010476,2.316609651,0
683,1033,Baseline,6,83,High Prob,2,3,1,0.3815462,1,0.4,Correct,683,1,-0.963523335,2.620914584,0
684,1033,Baseline,6,84,Low Prob,3,1,4,0.4369324,4,0.6,Correct,684,1,-0.827976787,2.288683558,0
685,1033,Baseline,6,85,High Prob,1,4,3,0.2903503,3,0.4,Correct,685,1,-1.236667154,3.444115608,0
686,1033,Baseline,6,86,High Prob,4,3,2,0.4296904,2,0.2,Correct,686,1,-0.84469033,2.32725702,0
687,1033,Baseline,6,87,High Prob,3,2,4,0.4057572,4,0.55,Correct,687,1,-0.902000328,2.464528048,0
688,1033,Baseline,6,88,High Prob,2,4,1,0.470528,1,0.35,Correct,688,1,-0.753899811,2.125272035,0
689,1033,Baseline,6,89,High Prob,4,1,3,0.4745643,3,0.2,Correct,689,1,-0.745358159,2.107196011,0
690,1033,Baseline,6,90,High Prob,1,3,4,0.3246404,4,0.45,Correct,690,1,-1.125037171,3.080331345,0
691,1033,Baseline,6,91,High Prob,3,4,2,0.2906511,2,0.5,Correct,691,1,-1.2356317,3.440551231,0
692,1033,Baseline,6,92,High Prob,4,2,3,0.4020132,3,0.5,Correct,692,1,-0.911270355,2.487480511,0
693,1033,Baseline,6,93,High Prob,2,3,1,0.3627453,1,0.55,Correct,693,1,-1.014054344,2.756755222,0
694,1033,Baseline,6,94,Low Prob,3,1,4,0.5294672,4,0.25,Correct,694,1,-0.635884061,1.888691122,0
695,1033,Baseline,6,95,High Prob,1,4,3,0.425506,3,0.45,Correct,695,1,-0.85447623,2.350143124,0
696,1033,Baseline,6,96,Low Prob,4,3,1,0.4655356,1,0.55,Correct,696,1,-0.764566708,2.148063435,0
697,1033,Baseline,6,97,High Prob,3,1,2,0.4055923,2,0.6,Correct,697,1,-0.902406811,2.465530041,0
698,1033,Baseline,6,98,Low Prob,1,2,4,0.5543129,3,0.25,Wrong,698,0,-0.59002595,1.80403523,0
699,1033,Baseline,6,99,High Prob,2,4,1,0.3650906,1,0.55,Correct,699,1,-1.007609737,2.739046144,1
700,1033,Baseline,6,100,High Prob,4,1,3,0.5971429,3,0.6,Correct,700,1,-0.515598831,1.674641028,0
701,1033,Baseline,6,101,High Prob,1,3,4,0.3805449,4,0.4,Correct,701,1,-0.966151106,2.627810805,0
702,1033,Baseline,6,102,High Prob,3,4,2,0.5925853,2,0.3,Correct,702,1,-0.52326045,1.687520767,0
703,1033,Baseline,6,103,High Prob,4,2,3,0.4939686,3,0.25,Correct,703,1,-0.705283327,2.024420176,0
704,1033,Baseline,6,104,Low Prob,2,3,4,0.3433483,4,0.45,Correct,704,1,-1.069009895,2.912494397,0
705,1033,Baseline,6,105,High Prob,3,4,2,0.5067491,2,0.35,Correct,705,1,-0.67973927,1.97336315,0
706,1033,Baseline,6,106,High Prob,4,2,3,0.5214769,3,0.3,Correct,706,1,-0.651090301,1.917630484,0
707,1033,Baseline,6,107,Low Prob,2,3,4,0.4395209,4,0.3,Correct,707,1,-0.822070009,2.27520466,0
708,1033,Baseline,6,108,High Prob,3,4,2,0.4649076,2,0.5,Correct,708,1,-0.765916603,2.150965052,0
709,1033,Baseline,6,109,High Prob,4,2,3,0.448959,3,0.3,Correct,709,1,-0.800823709,2.227374883,0
710,1033,Baseline,6,110,High Prob,2,3,1,0.3836825,1,0.35,Correct,710,1,-0.957939891,2.606321633,0
711,1033,Baseline,6,111,High Prob,3,1,2,NA,2,0.2,Correct,711,1,NA,NA,0
712,1033,Baseline,6,112,High Prob,1,2,1,0.4351309,1,0.5,Correct,712,1,-0.832108374,2.298159014,0
713,1033,Baseline,6,113,High Prob,2,1,4,NA,4,0.5,Correct,713,1,NA,NA,0
714,1033,Baseline,6,114,Low Prob,1,4,2,0.4746227,1,0.55,Wrong,714,0,-0.745235106,2.106936731,0
715,1033,Baseline,6,115,High Prob,4,2,3,0.566686,3,0.4,Correct,715,1,-0.567949921,1.764645677,1
